feature_name,component_number,business_name,high_score_meaning,low_score_meaning,high_score_keywords,low_score_keywords,high_score_risk_labels,low_score_risk_labels,high_score_examples,low_score_examples,min_score,max_score,active_sample_count,retained_variance_share,interpretation_confidence,interpretation_note,spearman_corr_with_target_60d
semantic_195,196,经营与市场风险—合规与诉讼风险语义对比,更接近经营与市场风险；主要文档：监管问询函(11)、监管问询回复(10)、风险警示公告(3),更接近合规与诉讼风险；主要文档：监管问询函(12)、业绩预告(5)、监管问询回复(4),股票交易异常波动(7)、股价异常波动(7)、严重异常波动(7)、退市风险警示(2)、终止上市风险(2)、可能被终止上市(2),无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2)、重大诉讼(1)、重大仲裁(1)、尚未判决(1),abnormal_stock_trading(7)、delisting_or_listing_risk(2)、fund_occupation_or_illegal_guarantee(2),modified_audit_opinion(2)、material_litigation_or_arbitration(1)、regulatory_investigation_or_penalty(1),"002447.SZ_2022-06-30 / 2022-04-27 / 风险警示公告 / cn_1213265409_b10be5737bfa / abnormal_stock_trading,delisting_or_listing_risk；002447.SZ_2022-06-30 / 2022-01-28 / 监管问询回复 / szse_84a715a8deab16e5_9624582fd420 / 无规则风险标签；002447.SZ_2021-09-30 / 2021-06-30 / 业绩预告 / cn_1210485806_49359dc2e6ff / 无规则风险标签",002491.SZ_2023-03-31 / 2022-11-15 / 监管问询函 / szse_7501b4c0b9c1943f_d53d5e7066c2 / 无规则风险标签；002491.SZ_2022-12-31 / 2022-11-15 / 监管问询函 / szse_7501b4c0b9c1943f_d53d5e7066c2 / 无规则风险标签；002491.SZ_2021-12-31 / 2021-12-09 / 监管问询函 / szse_a22905f4343ab9fc_1ac0af0f8402 / 无规则风险标签,-0.0590715855360031,0.0691381394863128,2892,0.0002810711266024,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.026384
semantic_283,284,经营与市场风险—合规与诉讼风险语义对比,更接近经营与市场风险；主要文档：监管问询回复(8)、监管问询函(7)、风险警示公告(5),更接近合规与诉讼风险；主要文档：监管问询回复(14)、监管问询函(5)、业绩预告(3),由盈转亏(3)、连续亏损(3)、预计亏损(3)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),立案调查(2)、立案告知书(2)、行政处罚决定书(2)、股票交易异常波动(1)、股价异常波动(1)、严重异常波动(1),performance_loss_or_decline(3)、abnormal_stock_trading(2)、delisting_or_listing_risk(2),regulatory_investigation_or_penalty(2)、abnormal_stock_trading(1)、delisting_or_listing_risk(1),605090.SH_2022-09-30 / 2022-05-23 / 风险警示公告 / cn_1213447647_dd8cbe86d281 / 无规则风险标签；002306.SZ_2022-03-31 / 2022-01-26 / 监管问询函 / szse_7978ea3186b10f8c_fd86753bfbc0 / 无规则风险标签；002306.SZ_2022-03-31 / 2022-01-29 / 监管问询回复 / szse_c137f3741cbfcf2d_542aca872cce / 无规则风险标签,002211.SZ_2021-12-31 / 2021-08-16 / 监管问询函 / szse_2dc6c9e6a142473e_8452ae253936 / regulatory_investigation_or_penalty；000760.SZ_2020-12-31 / 2020-12-14 / 监管问询函 / szse_4d2fda1a73d2ab9f_55f4f799a70e / 无规则风险标签；000760.SZ_2020-12-31 / 2020-12-18 / 监管问询回复 / szse_9eecbd2985e9dd46_6cb4eccde17e / 无规则风险标签,-0.0452574826776981,0.0503026284277439,2892,0.0001511629361687,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.025086
semantic_079,80,财务与业绩风险—公司治理风险语义对比,更接近财务与业绩风险；主要文档：业绩预告(13)、监管问询函(5)、权益分派公告(2),更接近公司治理风险；主要文档：监管问询函(10)、监管问询回复(7)、业绩预告(6),由盈转亏(1)、连续亏损(1)、预计亏损(1),违规占用资金(2)、违规担保余额(2)、未经审议的担保(2)、重大诉讼(1)、重大仲裁(1)、尚未判决(1),performance_loss_or_decline(1),fund_occupation_or_illegal_guarantee(2)、material_litigation_or_arbitration(1),002816.SZ_2020-09-30 / 2020-07-28 / 监管问询函 / szse_d1f64a1a04747843_386068aaead9 / 无规则风险标签；002816.SZ_2020-12-31 / 2020-07-28 / 监管问询函 / szse_d1f64a1a04747843_386068aaead9 / 无规则风险标签；002833.SZ_2022-03-31 / 2022-01-20 / 业绩预告 / cn_1212218065_057c45f41e53 / 无规则风险标签,002213.SZ_2022-06-30 / 2022-04-12 / 业绩预告 / cn_1212898367_37e9562dfd9e / 无规则风险标签；002213.SZ_2022-09-30 / 2022-04-12 / 业绩预告 / cn_1212898367_37e9562dfd9e / 无规则风险标签；002213.SZ_2022-09-30 / 2022-07-12 / 业绩预告 / cn_1214013789_ccd9b311a5ae / 无规则风险标签,-0.1403124630451202,0.1506454795598983,2892,0.0007796937513506,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.024905
semantic_285,286,合规与诉讼风险内部语义差异,更接近合规与诉讼风险；主要文档：业绩预告(11)、半年度报告(4)、风险警示公告(3),更接近合规与诉讼风险；主要文档：监管问询函(11)、业绩预告(7)、监管问询回复(5),股份被冻结(2)、轮候冻结(2)、高比例质押(2)、重大诉讼(2)、重大仲裁(2)、尚未判决(2),无法表示意见(6)、否定意见(6)、带强调事项段的无保留意见(6)、股份被冻结(3)、轮候冻结(3)、高比例质押(3),controlling_shareholder_pledge_or_freeze(2)、material_litigation_or_arbitration(2)、modified_audit_opinion(2),modified_audit_opinion(6)、controlling_shareholder_pledge_or_freeze(3)、abnormal_stock_trading(3),"002366.SZ_2024-09-30 / 2024-07-13 / 业绩预告 / cn_1220625745_7e69e0922d53 / 无规则风险标签；002366.SZ_2024-12-31 / 2024-07-13 / 业绩预告 / cn_1220625745_7e69e0922d53 / 无规则风险标签；002006.SZ_2021-03-31 / 2021-01-28 / 半年度报告 / cn_1210717114_4f82cda81bb2 / controlling_shareholder_pledge_or_freeze,material_litigation_or_arbitration,modified_audit_opinion",600818.SH_2023-09-30 / 2023-08-17 / 半年度报告 / cn_1217563445_271d0db06dae / 无规则风险标签；600818.SH_2023-09-30 / 2023-06-21 / 监管问询函 / sse_a1a6f70e672198fc_39397a05b601 / controlling_shareholder_pledge_or_freeze；002471.SZ_2021-06-30 / 2021-03-31 / 业绩预告 / cn_1209690271_3be10a6e7e26 / 无规则风险标签,-0.0431843176484108,0.061393953859806,2892,0.00014767868958,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.02471
semantic_065,66,经营与市场风险—合规与诉讼风险语义对比,更接近经营与市场风险；主要文档：业绩预告(9)、风险警示公告(8)、监管问询回复(6),更接近合规与诉讼风险；主要文档：业绩预告(16)、监管问询函(4)、监管问询回复(3),无法表示意见(4)、否定意见(4)、带强调事项段的无保留意见(4)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),重大诉讼(2)、重大仲裁(2)、尚未判决(2)、由盈转亏(1)、连续亏损(1)、预计亏损(1),modified_audit_opinion(4)、abnormal_stock_trading(2)、delisting_or_listing_risk(2),material_litigation_or_arbitration(2)、performance_loss_or_decline(1)、material_asset_impairment(1),000721.SZ_2022-12-31 / 2022-07-11 / 业绩预告 / cn_1214006266_e0caf1a05263 / 无规则风险标签；000721.SZ_2022-12-31 / 2022-11-14 / 监管问询回复 / szse_c39ebfc6c0025c49_36037c9636b3 / 无规则风险标签；002150.SZ_2023-03-31 / 2023-02-15 / 风险警示公告 / cn_1215864749_2cb4bbb08d12 / 无规则风险标签,600872.SH_2023-09-30 / 2023-07-14 / 业绩预告 / cn_1217299564_cccd1d3ed234 / material_litigation_or_arbitration；600872.SH_2023-12-31 / 2023-07-14 / 业绩预告 / cn_1217299564_cccd1d3ed234 / material_litigation_or_arbitration；002456.SZ_2022-09-30 / 2022-07-14 / 业绩预告 / cn_1214043062_5c62099115ba / 无规则风险标签,-0.1752495765686035,0.1558312326669693,2892,0.0009446545046211,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.023679
semantic_051,52,偿债与流动性风险—经营与市场风险语义对比,更接近偿债与流动性风险；主要文档：监管问询回复(11)、监管问询函(7)、业绩预告(6),更接近经营与市场风险；主要文档：监管问询回复(9)、监管问询函(7)、业绩预告(3),债务逾期(3)、贷款逾期(3)、债券违约(3)、重大诉讼(1)、重大仲裁(1)、尚未判决(1),退市风险警示(2)、终止上市风险(2)、可能被终止上市(2)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),debt_overdue_or_default(3)、material_litigation_or_arbitration(1),delisting_or_listing_risk(2)、abnormal_stock_trading(2)、modified_audit_opinion(2),300405.SZ_2023-06-30 / 2023-01-30 / 业绩预告 / cn_1215723429_a998575aa676 / 无规则风险标签；300405.SZ_2023-03-31 / 2023-01-30 / 业绩预告 / cn_1215723429_a998575aa676 / 无规则风险标签；002011.SZ_2022-06-30 / 2022-01-27 / 年度报告 / cn_1212839637_ceca2ca585e1 / debt_overdue_or_default,603829.SH_2023-12-31 / 2023-08-02 / 其他公告 / sse_8569d1a1d7c0f900_55364330fa53 / 无规则风险标签；603829.SH_2023-09-30 / 2023-08-02 / 其他公告 / sse_8569d1a1d7c0f900_55364330fa53 / 无规则风险标签；002161.SZ_2021-12-31 / 2021-09-30 / 业绩预告 / cn_1211270448_90fb063c6ff3 / 无规则风险标签,-0.2657353579998016,0.1791461110115051,2892,0.0011460612813514,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.023495
semantic_287,288,经营与市场风险—合规与诉讼风险语义对比,更接近经营与市场风险；主要文档：监管问询函(9)、监管问询回复(7)、业绩预告(4),更接近合规与诉讼风险；主要文档：监管问询函(9)、业绩预告(8)、监管问询回复(6),无法表示意见(4)、否定意见(4)、带强调事项段的无保留意见(4)、股票交易异常波动(4)、股价异常波动(4)、严重异常波动(4),重大诉讼(3)、重大仲裁(3)、尚未判决(3)、重大内部控制缺陷(2)、内控重大缺陷(2)、内部控制失效(2),modified_audit_opinion(4)、abnormal_stock_trading(4)、delisting_or_listing_risk(3),material_litigation_or_arbitration(3)、internal_control_defect(2)、modified_audit_opinion(2),600198.SH_2023-03-31 / 2023-01-05 / 监管问询函 / sse_b73a827eef359626_9c229acfc9bc / 无规则风险标签；600198.SH_2023-06-30 / 2023-01-05 / 监管问询函 / sse_b73a827eef359626_9c229acfc9bc / 无规则风险标签；600086.SH_2021-06-30 / 2021-01-30 / 业绩预告 / cn_1209217515_c5acfe8e1a15 / 无规则风险标签,001979.SZ_2021-12-31 / 2021-09-30 / 业绩预告 / cn_1211254466_eef2b5f33a72 / 无规则风险标签；002619.SZ_2021-06-30 / 2021-02-01 / 监管问询函 / szse_2cd5e6ca94aa326f_10ddc005e62a / 无规则风险标签；002619.SZ_2021-06-30 / 2021-03-18 / 监管问询函 / szse_3a18c4ea665a9af3_d594abdcdbc2 / material_litigation_or_arbitration,-0.0550532713532447,0.0417645722627639,2892,0.0001459915386506,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.023109
semantic_068,69,经营与市场风险—合规与诉讼风险语义对比,更接近经营与市场风险；主要文档：业绩预告(14)、监管问询回复(9)、监管问询函(5),更接近合规与诉讼风险；主要文档：业绩预告(9)、监管问询函(5)、第一季度报告(4),无法表示意见(8)、否定意见(8)、带强调事项段的无保留意见(8)、退市风险警示(7)、终止上市风险(7)、可能被终止上市(7),无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2),modified_audit_opinion(8)、delisting_or_listing_risk(7)、abnormal_stock_trading(5),modified_audit_opinion(2),000420.SZ_2021-03-31 / 2021-01-08 / 业绩预告 / cn_1209075984_a8812a215069 / 无规则风险标签；000420.SZ_2021-06-30 / 2021-01-08 / 业绩预告 / cn_1209075984_a8812a215069 / 无规则风险标签；002193.SZ_2020-06-30 / 2020-03-30 / 监管问询函 / szse_7514b2c22611b45f_fb55f2611aa0 / 无规则风险标签,002700.SZ_2022-12-31 / 2022-09-15 / 监管问询函 / szse_23fe4fe16035edd3_dbbc20e7002f / 无规则风险标签；002700.SZ_2022-09-30 / 2022-09-15 / 监管问询函 / szse_23fe4fe16035edd3_dbbc20e7002f / 无规则风险标签；600136.SH_2022-09-30 / 2022-07-15 / 业绩预告 / cn_1214057447_990b735fb264 / 无规则风险标签,-0.1262592375278473,0.1103395745158195,2892,0.0008904069893998,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.022992
semantic_295,296,财务与业绩风险—合规与诉讼风险语义对比,更接近财务与业绩风险；主要文档：业绩预告(9)、监管问询回复(8)、监管问询函(4),更接近合规与诉讼风险；主要文档：监管问询回复(10)、风险警示公告(6)、监管问询函(5),由盈转亏(4)、连续亏损(4)、预计亏损(4)、退市风险警示(3)、终止上市风险(3)、可能被终止上市(3),无法表示意见(8)、否定意见(8)、带强调事项段的无保留意见(8)、退市风险警示(6)、终止上市风险(6)、可能被终止上市(6),performance_loss_or_decline(4)、delisting_or_listing_risk(3),modified_audit_opinion(8)、delisting_or_listing_risk(6)、regulatory_investigation_or_penalty(3),002175.SZ_2021-06-30 / 2021-05-06 / 风险警示公告 / cn_1211469205_7332ce9491f0 / delisting_or_listing_risk；002175.SZ_2021-06-30 / 2021-01-04 / 监管问询回复 / szse_f18b1242764d1fe6_f6d7b5aba37a / 无规则风险标签；002316.SZ_2024-06-30 / 2024-01-31 / 业绩预告 / cn_1219043152_78d0e918c947 / 无规则风险标签,002558.SZ_2024-09-30 / 2024-08-30 / 半年度报告 / cn_1221051235_57968397abb8 / modified_audit_opinion；002558.SZ_2024-12-31 / 2024-08-30 / 半年度报告 / cn_1221051235_57968397abb8 / modified_audit_opinion；605090.SH_2022-06-30 / 2022-05-23 / 风险警示公告 / cn_1213447647_dd8cbe86d281 / 无规则风险标签,-0.0704458132386207,0.0557952336966991,2892,0.0001388425385657,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.022941
semantic_062,63,合规与诉讼风险内部语义差异,更接近合规与诉讼风险；主要文档：监管问询回复(12)、监管问询函(8)、风险警示公告(3),更接近合规与诉讼风险；主要文档：监管问询函(11)、业绩预告(9)、监管问询回复(7),退市风险警示(4)、终止上市风险(4)、可能被终止上市(4)、无法表示意见(4)、否定意见(4)、带强调事项段的无保留意见(4),重大诉讼(2)、重大仲裁(2)、尚未判决(2)、股票交易异常波动(1)、股价异常波动(1)、严重异常波动(1),delisting_or_listing_risk(4)、modified_audit_opinion(4)、regulatory_investigation_or_penalty(2),material_litigation_or_arbitration(2)、abnormal_stock_trading(1),000850.SZ_2021-03-31 / 2020-11-26 / 监管问询回复 / szse_12694b6cc2f5a3ec_2759dff0ab21 / 无规则风险标签；000850.SZ_2020-12-31 / 2020-11-26 / 监管问询回复 / szse_12694b6cc2f5a3ec_2759dff0ab21 / 无规则风险标签；600520.SH_2020-09-30 / 2020-07-30 / 监管问询函 / sse_efefa7cd1bc9603e_13b0152dc49d / 无规则风险标签,002432.SZ_2022-06-30 / 2022-01-21 / 风险警示公告 / cn_1212227927_8cd00348d77a / 无规则风险标签；002432.SZ_2022-06-30 / 2022-01-12 / 监管问询函 / szse_cf6c90afa2b796bc_902212c09a1c / 无规则风险标签；002432.SZ_2022-06-30 / 2022-01-15 / 监管问询回复 / szse_fd153a75cf9a12a7_7adf8c1bb0b7 / 无规则风险标签,-0.1747208386659622,0.1814443618059158,2892,0.000958773332453,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.021755
semantic_198,199,合规与诉讼风险—经营与市场风险语义对比,更接近合规与诉讼风险；主要文档：业绩预告(11)、半年度报告(4)、监管问询函(3),更接近经营与市场风险；主要文档：业绩预告(9)、风险警示公告(5)、监管问询回复(3),无法表示意见(3)、否定意见(3)、带强调事项段的无保留意见(3)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),退市风险警示(3)、终止上市风险(3)、可能被终止上市(3)、由盈转亏(3)、连续亏损(3)、预计亏损(3),modified_audit_opinion(3)、abnormal_stock_trading(2)、material_asset_impairment(2),delisting_or_listing_risk(3)、performance_loss_or_decline(3)、regulatory_investigation_or_penalty(1),"002021.SZ_2024-09-30 / 2024-07-05 / 业绩预告 / cn_1220535438_b9dc7d8203c4 / 无规则风险标签；002021.SZ_2024-09-30 / 2024-05-24 / 监管问询回复 / szse_eeba3741c46898ea_b7b39fe0cbd2 / controlling_shareholder_pledge_or_freeze,delisting_or_listing_risk,modified_audit_opinion,regulatory_investigation_or_penalty；002021.SZ_2024-12-31 / 2024-07-05 / 业绩预告 / cn_1220535438_b9dc7d8203c4 / 无规则风险标签",002175.SZ_2021-06-30 / 2021-05-06 / 风险警示公告 / cn_1211469205_7332ce9491f0 / delisting_or_listing_risk；002175.SZ_2021-06-30 / 2021-01-04 / 监管问询回复 / szse_f18b1242764d1fe6_f6d7b5aba37a / 无规则风险标签；605090.SH_2022-06-30 / 2022-05-23 / 风险警示公告 / cn_1213447647_dd8cbe86d281 / 无规则风险标签,-0.0691968202590942,0.0758814811706543,2892,0.0002724419018725,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.021534
semantic_167,168,经营与市场风险内部语义差异,更接近经营与市场风险；主要文档：监管问询函(12)、监管问询回复(6)、业绩预告(4),更接近经营与市场风险；主要文档：监管问询函(13)、监管问询回复(6)、风险警示公告(3),股份被冻结(2)、轮候冻结(2)、高比例质押(2)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),退市风险警示(8)、终止上市风险(8)、可能被终止上市(8)、无法表示意见(4)、否定意见(4)、带强调事项段的无保留意见(4),controlling_shareholder_pledge_or_freeze(2)、abnormal_stock_trading(2)、delisting_or_listing_risk(1),delisting_or_listing_risk(8)、modified_audit_opinion(4)、material_asset_impairment(4),002193.SZ_2020-03-31 / 2020-03-30 / 监管问询函 / szse_7514b2c22611b45f_fb55f2611aa0 / 无规则风险标签；600310.SH_2020-06-30 / 2020-01-15 / 监管问询函 / sse_44cea5a24f641147_3cb0b0512c20 / 无规则风险标签；600310.SH_2020-03-31 / 2020-01-15 / 监管问询函 / sse_44cea5a24f641147_3cb0b0512c20 / 无规则风险标签,"600870.SH_2022-09-30 / 2022-04-29 / 年度报告 / cn_1213270532_426c13ff77fb / delisting_or_listing_risk,modified_audit_opinion；600870.SH_2022-09-30 / 2022-04-29 / 监管问询函 / sse_25a401bbc7f17500_6674c8301526 / 无规则风险标签；600870.SH_2022-06-30 / 2022-04-29 / 年度报告 / cn_1213270532_426c13ff77fb / delisting_or_listing_risk,modified_audit_opinion",-0.0995130166411399,0.0703703686594963,2892,0.000349308670943,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.021238
semantic_132,133,合规与诉讼风险—公司治理风险语义对比,更接近合规与诉讼风险；主要文档：监管问询回复(15)、监管问询函(7)、半年度报告(2),更接近公司治理风险；主要文档：监管问询函(15)、监管问询回复(8)、业绩预告(3),立案调查(3)、立案告知书(3)、行政处罚决定书(3)、由盈转亏(3)、连续亏损(3)、预计亏损(3),退市风险警示(2)、终止上市风险(2)、可能被终止上市(2)、无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2),regulatory_investigation_or_penalty(3)、performance_loss_or_decline(3)、delisting_or_listing_risk(1),delisting_or_listing_risk(2)、modified_audit_opinion(2)、material_asset_impairment(2),002021.SZ_2021-06-30 / 2021-01-27 / 监管问询回复 / szse_58a3759d08291561_ebc21f5b23df / 无规则风险标签；002515.SZ_2020-03-31 / 2020-01-03 / 监管问询函 / szse_d55abd4b6f7f542f_e7a72872cfb1 / 无规则风险标签；002515.SZ_2020-03-31 / 2020-01-07 / 监管问询回复 / szse_55cb4eb76d4336ee_ae087d6a79b7 / 无规则风险标签,000826.SZ_2021-09-30 / 2021-06-30 / 业绩预告 / cn_1210485663_e8c3c7c88704 / 无规则风险标签；002498.SZ_2020-03-31 / 2020-02-12 / 监管问询函 / szse_3b662cc408300754_f3b6e1848430 / 无规则风险标签；002498.SZ_2020-06-30 / 2020-02-12 / 监管问询函 / szse_3b662cc408300754_f3b6e1848430 / 无规则风险标签,-0.1153254359960556,0.0683396831154823,2892,0.0004628512984516,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.021182
semantic_125,126,合规与诉讼风险—偿债与流动性风险语义对比,更接近合规与诉讼风险；主要文档：业绩预告(7)、年度报告(3)、监管问询回复(3),更接近偿债与流动性风险；主要文档：业绩预告(11)、监管问询回复(3)、年度报告(2),立案调查(3)、立案告知书(3)、行政处罚决定书(3)、无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2),债务逾期(2)、贷款逾期(2)、债券违约(2)、股票交易异常波动(2)、股价异常波动(2)、严重异常波动(2),regulatory_investigation_or_penalty(3)、modified_audit_opinion(2)、debt_overdue_or_default(2),debt_overdue_or_default(2)、abnormal_stock_trading(2),831445.BJ_2024-03-31 / 2024-02-21 / 业绩预告 / cn_1219147123_ffcc74fdf3da / 无规则风险标签；831445.BJ_2024-06-30 / 2024-02-21 / 业绩预告 / cn_1219147123_ffcc74fdf3da / 无规则风险标签；000415.SZ_2021-06-30 / 2021-03-16 / 半年度报告 / cn_1210925689_0179e54c935d / modified_audit_opinion,003037.SZ_2021-06-30 / 2021-04-12 / 业绩预告 / cn_1209675073_6708d7417a94 / 无规则风险标签；003037.SZ_2021-09-30 / 2021-04-12 / 业绩预告 / cn_1209675073_6708d7417a94 / 无规则风险标签；002306.SZ_2021-09-30 / 2021-07-15 / 业绩预告 / cn_1210485192_69f12527dcb1 / 无规则风险标签,-0.117628090083599,0.0802365094423294,2892,0.0004896474149866,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.021134
semantic_113,114,经营与市场风险内部语义差异,更接近经营与市场风险；主要文档：监管问询回复(10)、监管问询函(6)、业绩预告(3),更接近经营与市场风险；主要文档：监管问询回复(11)、监管问询函(7)、风险警示公告(3),股票交易异常波动(3)、股价异常波动(3)、严重异常波动(3)、退市风险警示(2)、终止上市风险(2)、可能被终止上市(2),股票交易异常波动(4)、股价异常波动(4)、严重异常波动(4)、退市风险警示(3)、终止上市风险(3)、可能被终止上市(3),abnormal_stock_trading(3)、delisting_or_listing_risk(2)、modified_audit_opinion(2),abnormal_stock_trading(4)、delisting_or_listing_risk(3)、material_asset_impairment(2),000668.SZ_2021-03-31 / 2020-12-18 / 监管问询函 / szse_ce92548114c8c681_944fbd2a111f / delisting_or_listing_risk；000668.SZ_2020-12-31 / 2020-12-18 / 监管问询函 / szse_ce92548114c8c681_944fbd2a111f / delisting_or_listing_risk；600692.SH_2020-03-31 / 2020-03-16 / 监管问询回复 / sse_b1148d60f8c3aa05_459645f548f3 / 无规则风险标签,000721.SZ_2023-03-31 / 2022-11-14 / 监管问询回复 / szse_c39ebfc6c0025c49_36037c9636b3 / 无规则风险标签；600929.SH_2021-06-30 / 2021-02-22 / 监管问询函 / sse_5ab955e69c3d2da8_3cebe9953829 / 无规则风险标签；600929.SH_2021-03-31 / 2021-02-22 / 监管问询函 / sse_5ab955e69c3d2da8_3cebe9953829 / 无规则风险标签,-0.0954528748989105,0.0843525752425193,2892,0.0005408651003021,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.020789
semantic_012,13,财务与业绩风险—权益分派文本语义对比,更接近财务与业绩风险；主要文档：业绩预告(12)、监管问询函(3)、风险警示公告(2),更接近权益分派文本；主要文档：权益分派公告(8)、第一季度报告(5)、业绩预告(4),由盈转亏(2)、连续亏损(2)、预计亏损(2),无明显命中,performance_loss_or_decline(2),无明显命中,002432.SZ_2022-06-30 / 2022-01-21 / 风险警示公告 / cn_1212227927_8cd00348d77a / 无规则风险标签；002432.SZ_2022-06-30 / 2022-01-12 / 监管问询函 / szse_cf6c90afa2b796bc_902212c09a1c / 无规则风险标签；002432.SZ_2022-06-30 / 2022-01-15 / 监管问询回复 / szse_fd153a75cf9a12a7_7adf8c1bb0b7 / 无规则风险标签,000663.SZ_2022-09-30 / 2022-04-27 / 权益分派公告 / cn_1213166211_f1b8a294df0c / 无规则风险标签；000663.SZ_2022-06-30 / 2022-04-27 / 权益分派公告 / cn_1213166211_f1b8a294df0c / 无规则风险标签；000983.SZ_2022-12-31 / 2022-10-10 / 业绩预告 / cn_1214738981_66fab7027860 / 无规则风险标签,-0.305046409368515,0.3962830007076263,2892,0.0036953827685076,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.020375
semantic_097,98,合规与诉讼风险内部语义差异,更接近合规与诉讼风险；主要文档：业绩预告(9)、监管问询回复(5)、监管问询函(4),更接近合规与诉讼风险；主要文档：监管问询函(11)、监管问询回复(8)、业绩预告(6),退市风险警示(3)、终止上市风险(3)、可能被终止上市(3)、立案调查(3)、立案告知书(3)、行政处罚决定书(3),重大诉讼(4)、重大仲裁(4)、尚未判决(4)、无法表示意见(3)、否定意见(3)、带强调事项段的无保留意见(3),delisting_or_listing_risk(3)、regulatory_investigation_or_penalty(3)、debt_overdue_or_default(2),material_litigation_or_arbitration(4)、modified_audit_opinion(3)、fund_occupation_or_illegal_guarantee(2),002563.SZ_2024-06-30 / 2024-01-29 / 业绩预告 / cn_1219026506_64bf3d827f9a / 无规则风险标签；002563.SZ_2024-03-31 / 2024-01-29 / 业绩预告 / cn_1219026506_64bf3d827f9a / 无规则风险标签；002355.SZ_2022-12-31 / 2022-08-30 / 半年度报告 / cn_1214473682_89e8fb1ace07 / modified_audit_opinion,002538.SZ_2022-06-30 / 2022-01-26 / 业绩预告 / cn_1212286830_237c2240803f / 无规则风险标签；002538.SZ_2022-03-31 / 2022-01-26 / 业绩预告 / cn_1212286830_237c2240803f / 无规则风险标签；600872.SH_2023-09-30 / 2023-07-14 / 业绩预告 / cn_1217299564_cccd1d3ed234 / material_litigation_or_arbitration,-0.1082688346505165,0.0817043632268905,2892,0.0006481062133942,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.020041
semantic_157,158,合规与诉讼风险内部语义差异,更接近合规与诉讼风险；主要文档：监管问询函(13)、监管问询回复(4)、风险警示公告(2),更接近合规与诉讼风险；主要文档：业绩预告(7)、监管问询函(6)、监管问询回复(5),无法表示意见(2)、否定意见(2)、带强调事项段的无保留意见(2)、重大诉讼(1)、重大仲裁(1)、尚未判决(1),股票交易异常波动(4)、股价异常波动(4)、严重异常波动(4)、债务逾期(3)、贷款逾期(3)、债券违约(3),modified_audit_opinion(2)、material_litigation_or_arbitration(1),abnormal_stock_trading(4)、debt_overdue_or_default(3)、material_litigation_or_arbitration(3),002567.SZ_2021-03-31 / 2021-02-02 / 监管问询函 / szse_131437bef19c9075_93ce796a3a73 / 无规则风险标签；002567.SZ_2021-06-30 / 2021-02-02 / 监管问询函 / szse_131437bef19c9075_93ce796a3a73 / 无规则风险标签；002432.SZ_2021-12-31 / 2021-11-03 / 监管问询函 / szse_93f7deaa2e29cccf_6e93145f9df9 / 无规则风险标签,"002838.SZ_2023-03-31 / 2023-02-13 / 年度报告 / cn_1216243282_312b7f6d43a0 / debt_overdue_or_default,material_litigation_or_arbitration,performance_loss_or_decline；002838.SZ_2023-03-31 / 2023-01-09 / 监管问询回复 / szse_8e7c5e7eae88f2a6_4152e35e778c / liquidity_pressure；002838.SZ_2023-06-30 / 2023-02-13 / 年度报告 / cn_1216243282_312b7f6d43a0 / debt_overdue_or_default,material_litigation_or_arbitration,performance_loss_or_decline",-0.0765768364071846,0.0687356814742088,2892,0.0003758957445833,中等,统计性命名；PCA正负号可整体翻转，不代表风险好坏或因果关系。,0.019861
